"","group","Pig","Sample.type","Day","Treatment","All","Order","value","value2"
"2508","X9P299R3Dm3",299,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Gastranaerophilales",0.0030840400925212,0.0192752505782575
"2509","X9P300R3D0",300,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Gastranaerophilales",0,0
"2510","X9P300R3Dm3",300,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Gastranaerophilales",0,0
"2511","X9P301R3D0",301,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Gastranaerophilales",0,0
"2512","X9P301R3D7",301,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Gastranaerophilales",0.00770416024653313,0.0770416024653313
"2513","X9P301R3Dm3",301,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Gastranaerophilales",0.000770416024653313,0.00481510015408321
"2514","X9P302R3D0",302,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Gastranaerophilales",0.0069713400464756,0.0536256926651969
"2515","X9P302R3D7",302,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Gastranaerophilales",0.00309597523219814,0.0309597523219814
"2516","X9P302R3Dm3",302,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Gastranaerophilales",0.00309837335398916,0.0193648334624322
"2517","X9P303R3D7",303,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Gastranaerophilales",0.0053970701619121,0.053970701619121
"2518","X9P304R3D0",304,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Gastranaerophilales",0,0
"2519","X9P304R3D7",304,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Gastranaerophilales",0,0
"2520","X9P304R3Dm3",304,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Gastranaerophilales",0,0
"2521","X9P305R3D0",305,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Gastranaerophilales",0,0
"2522","X9P305R3D7",305,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Gastranaerophilales",0.00385208012326656,0.0385208012326656
"2523","X9P305R3Dm3",305,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Gastranaerophilales",0.00231124807395994,0.0144453004622496
"2524","X9P306R4Dm3",306,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Gastranaerophilales",0.00464756003098373,0.0290472501936483
"2525","X9P307R4Dm3",307,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Gastranaerophilales",0.0046656298600311,0.0291601866251944
"2526","X9P308R4D0",308,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Gastranaerophilales",0,0
"2527","X9P308R4Dm3",308,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Gastranaerophilales",0.00154679040989946,0.00966744006187162
"2528","X9P309R4D0",309,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Gastranaerophilales",0,0
"2529","X9P310R4D0",310,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Gastranaerophilales",0,0
"2530","X9P310R4Dm3",310,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Gastranaerophilales",0.00463320463320463,0.028957528957529
"2531","X9P311R4D7",311,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Gastranaerophilales",0.00234741784037559,0.0234741784037559
"2532","X9P311R4Dm3",311,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Gastranaerophilales",0.00155400155400155,0.00971250971250971
"2533","X9P312R4D7",312,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Gastranaerophilales",0.000772200772200772,0.00772200772200772
"2534","X9P312R4Dm3",312,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Gastranaerophilales",0,0
"2535","X9P313R4D7",313,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Gastranaerophilales",0.00307929176289453,0.0307929176289453
"2536","X9P313R4Dm3",313,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Gastranaerophilales",0,0
"2537","X9P314R4D7",314,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Gastranaerophilales",0.00308641975308642,0.0308641975308642
"2538","X9P315R4D7",315,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Gastranaerophilales",0.00230769230769231,0.0230769230769231
"2539","X9P316R4Dm3",316,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Gastranaerophilales",0.00386100386100386,0.0241312741312741
"2540","X9P317R4D0",317,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Gastranaerophilales",0.000770416024653313,0.011005943209333
"2541","X9P317R4Dm3",317,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Gastranaerophilales",0.00616808018504241,0.038550501156515
"2542","X9P319R4Dm3",319,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Gastranaerophilales",0.00464396284829721,0.0290247678018576
"2543","X9P320R4D0",320,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Gastranaerophilales",0.00384911470361817,0.054987352908831
"2544","X9P320R4Dm3",320,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Gastranaerophilales",0.0046260601387818,0.0289128758673863
"2545","X9P321R4D7",321,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Gastranaerophilales",0,0
"2546","X9P321R4Dm3",321,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Gastranaerophilales",0.00621600621600622,0.0388500388500388
"2547","X9P322R4D0",322,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Gastranaerophilales",0.000771010023130301,0.0110144289018614
"2548","X9P322R4D7",322,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Gastranaerophilales",0.00154083204930663,0.0154083204930663
"2549","X9P322R4Dm3",322,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Gastranaerophilales",0.00773993808049536,0.048374613003096
"2550","X9P323R4D7",323,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Gastranaerophilales",0.000773395204949729,0.00773395204949729
"2551","X9P323R4Dm3",323,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Gastranaerophilales",0.00231839258114374,0.0144899536321484
"2552","X9P324R4D0",324,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Gastranaerophilales",0.00310318076027929,0.0443311537182755
"2553","X9P324R4D7",324,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Gastranaerophilales",0.000773993808049536,0.00773993808049536
"2554","X9P324R4Dm3",324,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Gastranaerophilales",0,0
"2555","X9P325R4D7",325,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Gastranaerophilales",0.00311284046692607,0.0311284046692607
"2556","X9P325R4Dm3",325,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Gastranaerophilales",0.0187061574434918,0.116913484021824
"2557","X9P246R1Dm3",246,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deferribacterales",0,0
"2558","X9P247R1Dm3",247,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deferribacterales",0,0
"2559","X9P248R1Dm3",248,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deferribacterales",0,0
"2560","X9P249R1Dm3",249,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deferribacterales",0,0
"2561","X9P250R1D0",250,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Deferribacterales",0,0
"2562","X9P250R1Dm3",250,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deferribacterales",0,0
"2563","X9P251R1D7",251,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Deferribacterales",0,0
"2564","X9P251R1Dm3",251,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deferribacterales",0,0
"2565","X9P252R1Dm3",252,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deferribacterales",0,0
"2566","X9P253R1D7",253,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Deferribacterales",0,0
"2567","X9P253R1Dm3",253,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deferribacterales",0,0
"2568","X9P254R1Dm3",254,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deferribacterales",0,0
"2569","X9P255R1D0",255,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Deferribacterales",0,0
"2570","X9P255R1D7",255,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Deferribacterales",0,0
"2571","X9P255R1Dm3",255,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deferribacterales",0,0
"2572","X9P257R1D0",257,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Deferribacterales",0,0
"2573","X9P257R1Dm3",257,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deferribacterales",0,0
"2574","X9P258R1D0",258,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Deferribacterales",0,0
"2575","X9P258R1Dm3",258,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deferribacterales",0,0
"2576","X9P259R1D0",259,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Deferribacterales",0,0
"2577","X9P259R1Dm3",259,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deferribacterales",0,0
"2578","X9P261R1D0",261,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Deferribacterales",0,0
"2579","X9P261R1D7",261,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Deferribacterales",0,0
"2580","X9P261R1Dm3",261,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deferribacterales",0,0
"2581","X9P262R1D7",262,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Deferribacterales",0,0
"2582","X9P262R1Dm3",262,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deferribacterales",0,0
"2583","X9P263R1D0",263,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Deferribacterales",0,0
"2584","X9P263R1D7",263,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Deferribacterales",0,0
"2585","X9P263R1Dm3",263,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deferribacterales",0,0
"2586","X9P264R1D0",264,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Deferribacterales",0,0
"2587","X9P264R1D7",264,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Deferribacterales",0,0
"2588","X9P264R1Dm3",264,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deferribacterales",0,0
"2589","X9P265R1D0",265,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Deferribacterales",0,0
"2590","X9P265R1D7",265,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Deferribacterales",0,0
"2591","X9P265R1Dm3",265,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deferribacterales",0,0
"2592","X9P266R2Dm3",266,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Deferribacterales",0,0
"2593","X9P267R2D0",267,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Deferribacterales",0,0
"2594","X9P267R2Dm3",267,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Deferribacterales",0,0
"2595","X9P268R2Dm3",268,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Deferribacterales",0,0
"2596","X9P269R2D0",269,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Deferribacterales",0,0
"2597","X9P269R2Dm3",269,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Deferribacterales",0.000773993808049536,0.00386996904024768
"2598","X9P270R2Dm3",270,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Deferribacterales",0,0
"2599","X9P271R2D7",271,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Deferribacterales",0,0
"2600","X9P271R2Dm3",271,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Deferribacterales",0,0
"2601","X9P272R2D7",272,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Deferribacterales",0,0
"2602","X9P272R2Dm3",272,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Deferribacterales",0,0
"2603","X9P273R2D7",273,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Deferribacterales",0,0
"2604","X9P273R2Dm3",273,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Deferribacterales",0,0
"2605","X9P274R2D7",274,"Fecal or Fecal swab","7","INF_OralOTC","7_INF_OralOTC","Deferribacterales",0,0
"2606","X9P274R2Dm3",274,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Deferribacterales",0,0
"2607","X9P275R2D7",275,"Fecal or Fecal swab","7","INF_OralOTC","7_INF_OralOTC","Deferribacterales",0,0
"2608","X9P275R2Dm3",275,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Deferribacterales",0,0
"2609","X9P276R2Dm3",276,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Deferribacterales",0,0
"2610","X9P277R2Dm3",277,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Deferribacterales",0,0
"2611","X9P278R2D0",278,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Deferribacterales",0,0
"2612","X9P278R2Dm3",278,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Deferribacterales",0,0
"2613","X9P279R2Dm3",279,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Deferribacterales",0.000773993808049536,0.00386996904024768
"2614","X9P280R2D0",280,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Deferribacterales",0,0
"2615","X9P280R2Dm3",280,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Deferribacterales",0,0
"2616","X9P281R2D7",281,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Deferribacterales",0,0
"2617","X9P281R2Dm3",281,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Deferribacterales",0,0
"2618","X9P282R2D7",282,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Deferribacterales",0,0
"2619","X9P282R2Dm3",282,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Deferribacterales",0,0
"2620","X9P283R2D7",283,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Deferribacterales",0,0
"2621","X9P283R2Dm3",283,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Deferribacterales",0,0
"2622","X9P284R2D0",284,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Deferribacterales",0,0
"2623","X9P284R2D7",284,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Deferribacterales",0,0
"2624","X9P284R2Dm3",284,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Deferribacterales",0,0
"2625","X9P285R2D7",285,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Deferribacterales",0,0
"2626","X9P285R2Dm3",285,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Deferribacterales",0.0550387596899225,0.275193798449612
"2627","X9P286R3D0",286,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Deferribacterales",0,0
"2628","X9P286R3Dm3",286,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Deferribacterales",0,0
"2629","X9P287R3Dm3",287,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Deferribacterales",0.000778210116731518,0.00486381322957198
"2630","X9P288R3Dm3",288,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Deferribacterales",0,0
"2631","X9P289R3Dm3",289,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Deferribacterales",0,0
"2632","X9P290R3D0",290,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Deferribacterales",0,0
"2633","X9P290R3Dm3",290,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Deferribacterales",0,0
"2634","X9P291R3D0",291,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Deferribacterales",0,0
"2635","X9P291R3D7",291,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Deferribacterales",0,0
"2636","X9P292R3D7",292,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Deferribacterales",0,0
"2637","X9P292R3Dm3",292,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Deferribacterales",0,0
"2638","X9P293R3D0",293,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Deferribacterales",0,0
"2639","X9P293R3D7",293,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Deferribacterales",0,0
"2640","X9P293R3Dm3",293,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Deferribacterales",0.00153846153846154,0.00961538461538462
"2641","X9P294R3D7",294,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Deferribacterales",0,0
"2642","X9P294R3Dm3",294,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Deferribacterales",0,0
"2643","X9P295R3D0",295,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Deferribacterales",0,0
"2644","X9P295R3D7",295,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Deferribacterales",0,0
"2645","X9P295R3Dm3",295,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Deferribacterales",0,0
"2646","X9P296R3D0",296,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Deferribacterales",0,0
"2647","X9P296R3Dm3",296,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Deferribacterales",0,0
"2648","X9P297R3D0",297,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Deferribacterales",0.000770416024653313,0.00592627711271779
"2649","X9P299R3D0",299,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Deferribacterales",0.000771604938271605,0.00593542260208927
"2650","X9P299R3Dm3",299,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Deferribacterales",0,0
"2651","X9P300R3D0",300,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Deferribacterales",0,0
"2652","X9P300R3Dm3",300,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Deferribacterales",0,0
"2653","X9P301R3D0",301,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Deferribacterales",0,0
"2654","X9P301R3D7",301,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Deferribacterales",0,0
"2655","X9P301R3Dm3",301,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Deferribacterales",0.000770416024653313,0.00481510015408321
"2656","X9P302R3D0",302,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Deferribacterales",0,0
"2657","X9P302R3D7",302,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Deferribacterales",0,0
"2658","X9P302R3Dm3",302,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Deferribacterales",0,0
"2659","X9P303R3D7",303,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Deferribacterales",0,0
"2660","X9P304R3D0",304,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Deferribacterales",0,0
"2661","X9P304R3D7",304,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Deferribacterales",0,0
"2662","X9P304R3Dm3",304,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Deferribacterales",0,0
"2663","X9P305R3D0",305,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Deferribacterales",0,0
"2664","X9P305R3D7",305,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Deferribacterales",0,0
"2665","X9P305R3Dm3",305,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Deferribacterales",0,0
"2666","X9P306R4Dm3",306,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Deferribacterales",0,0
"2667","X9P307R4Dm3",307,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Deferribacterales",0,0
"2668","X9P308R4D0",308,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Deferribacterales",0,0
"2669","X9P308R4Dm3",308,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Deferribacterales",0,0
"2670","X9P309R4D0",309,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Deferribacterales",0,0
"2671","X9P310R4D0",310,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Deferribacterales",0,0
"2672","X9P310R4Dm3",310,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Deferribacterales",0,0
"2673","X9P311R4D7",311,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Deferribacterales",0,0
"2674","X9P311R4Dm3",311,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Deferribacterales",0,0
"2675","X9P312R4D7",312,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Deferribacterales",0,0
"2676","X9P312R4Dm3",312,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Deferribacterales",0,0
"2677","X9P313R4D7",313,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Deferribacterales",0,0
"2678","X9P313R4Dm3",313,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Deferribacterales",0.105873261205564,0.661707882534776
"2679","X9P314R4D7",314,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Deferribacterales",0,0
"2680","X9P315R4D7",315,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Deferribacterales",0,0
"2681","X9P316R4Dm3",316,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Deferribacterales",0,0
"2682","X9P317R4D0",317,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Deferribacterales",0,0
"2683","X9P317R4Dm3",317,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Deferribacterales",0,0
"2684","X9P319R4Dm3",319,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Deferribacterales",0,0
"2685","X9P320R4D0",320,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Deferribacterales",0,0
"2686","X9P320R4Dm3",320,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Deferribacterales",0,0
"2687","X9P321R4D7",321,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Deferribacterales",0,0
"2688","X9P321R4Dm3",321,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Deferribacterales",0,0
"2689","X9P322R4D0",322,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Deferribacterales",0,0
"2690","X9P322R4D7",322,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Deferribacterales",0,0
"2691","X9P322R4Dm3",322,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Deferribacterales",0,0
"2692","X9P323R4D7",323,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Deferribacterales",0,0
"2693","X9P323R4Dm3",323,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Deferribacterales",0,0
"2694","X9P324R4D0",324,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Deferribacterales",0,0
"2695","X9P324R4D7",324,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Deferribacterales",0,0
"2696","X9P324R4Dm3",324,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Deferribacterales",0,0
"2697","X9P325R4D7",325,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Deferribacterales",0,0
"2698","X9P325R4Dm3",325,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Deferribacterales",0.000779423226812159,0.00487139516757599
"2699","X9P246R1Dm3",246,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deltaproteobacteria_unclassified",0,0
"2700","X9P247R1Dm3",247,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deltaproteobacteria_unclassified",0.0108527131782946,0.0602928509905254
"2701","X9P248R1Dm3",248,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deltaproteobacteria_unclassified",0.000769822940723634,0.0042767941151313
"2702","X9P249R1Dm3",249,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deltaproteobacteria_unclassified",0.0015420200462606,0.00856677803478112
"2703","X9P250R1D0",250,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Deltaproteobacteria_unclassified",0,0
"2704","X9P250R1Dm3",250,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deltaproteobacteria_unclassified",0.00232018561484919,0.0128899200824955
"2705","X9P251R1D7",251,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Deltaproteobacteria_unclassified",0,0
"2706","X9P251R1Dm3",251,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deltaproteobacteria_unclassified",0.000772200772200772,0.00429000429000429
"2707","X9P252R1Dm3",252,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deltaproteobacteria_unclassified",0.000774593338497289,0.00430329632498494
"2708","X9P253R1D7",253,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Deltaproteobacteria_unclassified",0,0
"2709","X9P253R1Dm3",253,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deltaproteobacteria_unclassified",0,0
"2710","X9P254R1Dm3",254,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deltaproteobacteria_unclassified",0,0
"2711","X9P255R1D0",255,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Deltaproteobacteria_unclassified",0,0
"2712","X9P255R1D7",255,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Deltaproteobacteria_unclassified",0,0
"2713","X9P255R1Dm3",255,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deltaproteobacteria_unclassified",0.000771604938271605,0.00428669410150892
"2714","X9P257R1D0",257,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Deltaproteobacteria_unclassified",0,0
"2715","X9P257R1Dm3",257,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Deltaproteobacteria_unclassified",0.00309119010819165,0.0171732783788425
